company,job_id,title,location,url
CRA,8054054,(2027 Bachelor's/Master's graduates) Accounting/Business/Finance Consulting Analyst/Associate,"Boston, MA, United States; Chicago, IL, United States; New York, NY, United States; Oakland, CA, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8054054
CRA,8064581,(2027 Bachelor's/Master's graduates) Cyber & Forensic Technology Consulting Analyst/Associate ,"Toronto, ON, Canada",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8064581
CRA,8053945,(2027 Bachelor's/Master's graduates) Cyber & Forensic Technology Consulting Analyst/Associate ,"Boston, MA, United States; Chicago, IL, United States; Dallas, Texas, United States; New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8053945
CRA,7894191,(2027 Bachelor's/Master's graduates) Economics Consulting Analyst/Associate ,"Boston, MA, United States; Chicago, IL, United States; Los Angeles, CA, United States; New York, NY, United States; Oakland, CA, United States; Tallahassee, FL, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/7894191
CRA,8053996,(2027 Bachelor's/Master's graduates) Management Advisory Analyst/Associate (Energy),"Boston, MA, United States; New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8053996
CRA,8110110,(2027 PhD/ABD graduates) Economic Consulting Senior Associate,"Boston, MA, United States; Chicago, IL, United States; College Station, TX, United States; Los Angeles, CA, United States; New York, NY, United States; Oakland, CA, United States; Tallahassee, FL, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8110110
CRA,6539328,Associate/Cybersecurity & Incident Response (Forensic Services practice),"Toronto, ON, Canada",https://job-boards.greenhouse.io/charlesriverassociates/jobs/6539328
CRA,4208303,Associate/Cybersecurity & Incident Response (Forensic Services practice),"Boston, MA, United States; Chicago, IL, United States; Dallas, Texas, United States; Houston, Texas, United States; New York, NY, United States; Oakland, CA, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/4208303
CRA,3090349,"Associate/Economic Damages and Litigation Support (Risk, Investigations & Analytics practice) ","New York, NY, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/3090349
CRA,5312426,Associate/eDiscovery (Forensic Services practice),"Boston, MA, United States; Chicago, IL, United States; Dallas, Texas, United States; New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/5312426
CRA,5295533,Associate (Intellectual Property practice),"Houston, Texas, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/5295533
CRA,1907473,"Associate/Investigations (Risk, Investigations & Analytics practice)","New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/1907473
CRA,1064050,Associate Principal (Antitrust & Competition Economics practice),"Oakland, CA, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/1064050
CRA,8039134,Associate Principal/Commercial Strategy (Life Sciences practice),"Boston, MA, United States; Chicago, IL, United States; New York, NY, United States; Summit, NJ, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8039134
CRA,6419510,Associate Principal/Cybersecurity & Incident Response (Forensic Services practice),"Toronto, ON, Canada",https://job-boards.greenhouse.io/charlesriverassociates/jobs/6419510
CRA,4208441,Associate Principal/Cybersecurity & Incident Response (Forensic Services practice),"Boston, MA, United States; Chicago, IL, United States; Dallas, Texas, United States; Houston, Texas, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/4208441
CRA,766362,Associate Principal (European Competition practice),"London, United Kingdom",https://job-boards.greenhouse.io/charlesriverassociates/jobs/766362
CRA,766292,Associate Principal (European Competition practice),"Brussels, Belgium",https://job-boards.greenhouse.io/charlesriverassociates/jobs/766292
CRA,5592083,Associate Principal (Intellectual Property practice),"Chicago, IL, United States; Houston, Texas, United States; New York, NY, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/5592083
CRA,6695875,Associate Principal/Litigation Services (Energy practice),"Boston, MA, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/6695875
CRA,5491880,Associate Principal/Market Access & Pricing (Life Sciences practice),"Cambridge, Cambridgeshire, England, United Kingdom; London, United Kingdom",https://job-boards.greenhouse.io/charlesriverassociates/jobs/5491880
CRA,6283853,Associate Principal/Utility Regulation and Finance (Energy practice),"Boston, MA, United States; New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/6283853
CRA,6911425,Associate Principal/Wholesale Power Markets Consultant (Energy practice),"Boston, MA, United States; New York, NY, United States; Salt Lake City, UT, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/6911425
CRA,3263788,Competition Economist (European Competition practice),"Paris, France",https://job-boards.greenhouse.io/charlesriverassociates/jobs/3263788
CRA,3342289,Consulting Associate/Cybersecurity & Incident Response (Forensic Services practice),"Boston, MA, United States; Chicago, IL, United States; Dallas, Texas, United States; Houston, Texas, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/3342289
CRA,6419527,Consulting Associate/Cybersecurity & Incident Response (Forensic Services practice),"Toronto, ON, Canada",https://job-boards.greenhouse.io/charlesriverassociates/jobs/6419527
CRA,5312470,Consulting Associate/eDiscovery (Forensic Services practice),"Boston, MA, United States; Chicago, IL, United States; New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/5312470
CRA,2228810,Consulting Associate (European Competition practice),"Brussels, Belgium",https://job-boards.greenhouse.io/charlesriverassociates/jobs/2228810
CRA,1695252,Consulting Associate (European Competition practice) - m/f/d,"Dusseldorf, Germany; Munich, Germany",https://job-boards.greenhouse.io/charlesriverassociates/jobs/1695252
CRA,5592096,Consulting Associate (Intellectual Property practice),"Chicago, IL, United States; Houston, Texas, United States; New York, NY, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/5592096
CRA,7818515,"Consulting Associate/Investigations, Forensic Accounting and Litigation Support (Risk, Investigations & Analytics practice)","New York, NY, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/7818515
CRA,8137787,Consulting Associate/Policy (Life Sciences practice),"New York, NY, United States; Washington, DC, United States",https://job-boards.greenhouse.io/charlesriverassociates/jobs/8137787
